"","LN","Code","Values"
"20298","2006","X002459","#DIV/0!"
"20299","2007","X002459","#DIV/0!"
"20300","2008","X002459","#DIV/0!"
"20301","2009","X002459","#DIV/0!"
"20302","2010","X002459","#DIV/0!"
"20303","2011","X002459","#DIV/0!"
"20304","2012","X002459","-2.29306325"
"20305","2013","X002459","-2.225027345"
"20306","2014","X002459","-1.812156032"
"20307","2015","X002459","-1.926664033"
"20308","1995","X002460",""
"20309","1996","X002460",""
"20310","1997","X002460",""
"20311","1998","X002460",""
"20312","1999","X002460",""
"20313","2000","X002460","#DIV/0!"
"20314","2001","X002460","#DIV/0!"
"20315","2002","X002460","#DIV/0!"
"20316","2003","X002460","#DIV/0!"
"20317","2004","X002460","#DIV/0!"
"20318","2005","X002460","#DIV/0!"
"20319","2006","X002460","#DIV/0!"
"20320","2007","X002460","#DIV/0!"
"20321","2008","X002460","#DIV/0!"
"20322","2009","X002460","#DIV/0!"
"20323","2010","X002460","#DIV/0!"
"20324","2011","X002460","#DIV/0!"
"20325","2012","X002460","-3.049754823"
"20326","2013","X002460","-3.24885381"
"20327","2014","X002460","-3.281699848"
"20328","2015","X002460","-3.408522688"
"20329","1995","X002461",""
"20330","1996","X002461",""
"20331","1997","X002461",""
"20332","1998","X002461",""
"20333","1999","X002461",""
"20334","2000","X002461","#DIV/0!"
"20335","2001","X002461","#DIV/0!"
"20336","2002","X002461","#DIV/0!"
"20337","2003","X002461","#DIV/0!"
"20338","2004","X002461","#DIV/0!"
"20339","2005","X002461","#DIV/0!"
"20340","2006","X002461","#DIV/0!"
"20341","2007","X002461","#DIV/0!"
"20342","2008","X002461","#DIV/0!"
"20343","2009","X002461","#DIV/0!"
"20344","2010","X002461","#DIV/0!"
"20345","2011","X002461","#DIV/0!"
"20346","2012","X002461","-4.841840561"
"20347","2013","X002461","-3.511545739"
"20348","2014","X002461","-2.428096147"
"20349","2015","X002461","-2.403343957"
"20350","1995","X002462",""
"20351","1996","X002462",""
"20352","1997","X002462",""
"20353","1998","X002462",""
"20354","1999","X002462",""
"20355","2000","X002462","#DIV/0!"
"20356","2001","X002462","#DIV/0!"
"20357","2002","X002462","#DIV/0!"
"20358","2003","X002462","#DIV/0!"
"20359","2004","X002462","#DIV/0!"
"20360","2005","X002462","#DIV/0!"
"20361","2006","X002462","#DIV/0!"
"20362","2007","X002462","#DIV/0!"
"20363","2008","X002462","#DIV/0!"
"20364","2009","X002462","#DIV/0!"
"20365","2010","X002462","#DIV/0!"
"20366","2011","X002462","#DIV/0!"
"20367","2012","X002462","-2.677999038"
"20368","2013","X002462","-2.994300576"
"20369","2014","X002462","-2.64734828"
"20370","2015","X002462","-2.406674426"
"20371","1995","X002463",""
"20372","1996","X002463",""
"20373","1997","X002463",""
"20374","1998","X002463",""
"20375","1999","X002463",""
"20376","2000","X002463","#DIV/0!"
"20377","2001","X002463","#DIV/0!"
"20378","2002","X002463","#DIV/0!"
"20379","2003","X002463","#DIV/0!"
"20380","2004","X002463","#DIV/0!"
"20381","2005","X002463","#DIV/0!"
"20382","2006","X002463","#DIV/0!"
"20383","2007","X002463","#DIV/0!"
"20384","2008","X002463","#DIV/0!"
"20385","2009","X002463","#DIV/0!"
"20386","2010","X002463","#DIV/0!"
"20387","2011","X002463","#DIV/0!"
"20388","2012","X002463","-4.709341289"
"20389","2013","X002463","-4.694417121"
"20390","2014","X002463","-3.087128883"
"20391","2015","X002463","-2.611637975"
"20392","1995","X002464",""
"20393","1996","X002464",""
"20394","1997","X002464",""
"20395","1998","X002464",""
"20396","1999","X002464",""
"20397","2000","X002464","#DIV/0!"
"20398","2001","X002464","#DIV/0!"
"20399","2002","X002464","#DIV/0!"
"20400","2003","X002464","#DIV/0!"
"20401","2004","X002464","#DIV/0!"
"20402","2005","X002464","#DIV/0!"
"20403","2006","X002464","#DIV/0!"
"20404","2007","X002464","#DIV/0!"
"20405","2008","X002464","#DIV/0!"
"20406","2009","X002464","#DIV/0!"
"20407","2010","X002464","#DIV/0!"
"20408","2011","X002464","#DIV/0!"
"20409","2012","X002464","-2.155120343"
"20410","2013","X002464","-2.300995296"
"20411","2014","X002464","-2.109575027"
"20412","2015","X002464","-1.876115385"
"20413","1995","X002465",""
"20414","1996","X002465",""
"20415","1997","X002465",""
"20416","1998","X002465",""
"20417","1999","X002465",""
"20418","2000","X002465","#DIV/0!"
"20419","2001","X002465","#DIV/0!"
"20420","2002","X002465","#DIV/0!"
"20421","2003","X002465","#DIV/0!"
"20422","2004","X002465","#DIV/0!"
"20423","2005","X002465","#DIV/0!"
"20424","2006","X002465","#DIV/0!"
"20425","2007","X002465","#DIV/0!"
"20426","2008","X002465","#DIV/0!"
"20427","2009","X002465","#DIV/0!"
"20428","2010","X002465","#DIV/0!"
"20429","2011","X002465","#DIV/0!"
"20430","2012","X002465","-3.02245668"
"20431","2013","X002465","-3.348294159"
"20432","2014","X002465","-3.21075423"
"20433","2015","X002465","-3.095743304"
"20434","1995","X002466",""
"20435","1996","X002466",""
"20436","1997","X002466",""
"20437","1998","X002466",""
"20438","1999","X002466",""
"20439","2000","X002466","#DIV/0!"
"20440","2001","X002466","#DIV/0!"
"20441","2002","X002466","#DIV/0!"
"20442","2003","X002466","#DIV/0!"
"20443","2004","X002466","#DIV/0!"
"20444","2005","X002466","#DIV/0!"
"20445","2006","X002466","#DIV/0!"
"20446","2007","X002466","#DIV/0!"
"20447","2008","X002466","#DIV/0!"
"20448","2009","X002466","#DIV/0!"
"20449","2010","X002466","#DIV/0!"
"20450","2011","X002466","#DIV/0!"
"20451","2012","X002466","-3.107924098"
"20452","2013","X002466","-3.375887646"
"20453","2014","X002466","-3.265492149"
"20454","2015","X002466","-2.937448221"
"20455","1995","X002467",""
"20456","1996","X002467",""
"20457","1997","X002467",""
"20458","1998","X002467",""
"20459","1999","X002467",""
"20460","2000","X002467","#DIV/0!"
"20461","2001","X002467","#DIV/0!"
"20462","2002","X002467","#DIV/0!"
"20463","2003","X002467","#DIV/0!"
"20464","2004","X002467","#DIV/0!"
"20465","2005","X002467","#DIV/0!"
"20466","2006","X002467","#DIV/0!"
"20467","2007","X002467","#DIV/0!"
"20468","2008","X002467","#DIV/0!"
"20469","2009","X002467","#DIV/0!"
"20470","2010","X002467","#DIV/0!"
"20471","2011","X002467","#DIV/0!"
"20472","2012","X002467","-3.901952909"
"20473","2013","X002467","-1.369903287"
"20474","2014","X002467","-1.439653069"
"20475","2015","X002467","-1.541568667"
"20476","1995","X002468",""
"20477","1996","X002468",""
"20478","1997","X002468",""
"20479","1998","X002468",""
"20480","1999","X002468",""
"20481","2000","X002468","#DIV/0!"
"20482","2001","X002468","#DIV/0!"
"20483","2002","X002468","#DIV/0!"
"20484","2003","X002468","#DIV/0!"
"20485","2004","X002468","#DIV/0!"
"20486","2005","X002468","#DIV/0!"
"20487","2006","X002468","#DIV/0!"
"20488","2007","X002468","#DIV/0!"
"20489","2008","X002468","#DIV/0!"
"20490","2009","X002468","#DIV/0!"
"20491","2010","X002468","#DIV/0!"
"20492","2011","X002468","#DIV/0!"
"20493","2012","X002468","-2.120124747"
"20494","2013","X002468","-2.453861158"
"20495","2014","X002468","-2.364985758"
"20496","2015","X002468","-2.48194843"
"20497","1995","X002469",""
"20498","1996","X002469",""
"20499","1997","X002469",""
"20500","1998","X002469",""
"20501","1999","X002469",""
"20502","2000","X002469","#DIV/0!"
"20503","2001","X002469","#DIV/0!"
"20504","2002","X002469","#DIV/0!"
"20505","2003","X002469","#DIV/0!"
"20506","2004","X002469","#DIV/0!"
"20507","2005","X002469","#DIV/0!"
"20508","2006","X002469","#DIV/0!"
"20509","2007","X002469","#DIV/0!"
"20510","2008","X002469","#DIV/0!"
"20511","2009","X002469","#DIV/0!"
"20512","2010","X002469","#DIV/0!"
"20513","2011","X002469","#DIV/0!"
"20514","2012","X002469","-5.182964201"
"20515","2013","X002469","-2.144005992"
"20516","2014","X002469","-2.336473704"
"20517","2015","X002469","-1.934552922"
"20518","1995","X002470",""
"20519","1996","X002470",""
"20520","1997","X002470",""
"20521","1998","X002470",""
"20522","1999","X002470",""
"20523","2000","X002470","#DIV/0!"
"20524","2001","X002470","#DIV/0!"
"20525","2002","X002470","#DIV/0!"
"20526","2003","X002470","#DIV/0!"
"20527","2004","X002470","#DIV/0!"
"20528","2005","X002470","#DIV/0!"
"20529","2006","X002470","#DIV/0!"
"20530","2007","X002470","#DIV/0!"
"20531","2008","X002470","#DIV/0!"
"20532","2009","X002470","#DIV/0!"
"20533","2010","X002470","#DIV/0!"
"20534","2011","X002470","#DIV/0!"
"20535","2012","X002470","-2.899754228"
"20536","2013","X002470","-2.212845819"
"20537","2014","X002470","-2.035629403"
"20538","2015","X002470","-2.177391397"
"20539","1995","X002471",""
"20540","1996","X002471",""
"20541","1997","X002471",""
"20542","1998","X002471",""
"20543","1999","X002471",""
"20544","2000","X002471","#DIV/0!"
"20545","2001","X002471","#DIV/0!"
"20546","2002","X002471","#DIV/0!"
"20547","2003","X002471","#DIV/0!"
"20548","2004","X002471","#DIV/0!"
"20549","2005","X002471","#DIV/0!"
"20550","2006","X002471","#DIV/0!"
"20551","2007","X002471","#DIV/0!"
"20552","2008","X002471","#DIV/0!"
"20553","2009","X002471","#DIV/0!"
"20554","2010","X002471","#DIV/0!"
"20555","2011","X002471","#DIV/0!"
"20556","2012","X002471","-1.92286349"
"20557","2013","X002471","-2.257745792"
"20558","2014","X002471","-2.453559121"
"20559","2015","X002471","-2.597399332"
"20560","1995","X002472",""
"20561","1996","X002472",""
"20562","1997","X002472",""
"20563","1998","X002472",""
"20564","1999","X002472",""
"20565","2000","X002472","#DIV/0!"
"20566","2001","X002472","#DIV/0!"
"20567","2002","X002472","#DIV/0!"
"20568","2003","X002472","#DIV/0!"
"20569","2004","X002472","#DIV/0!"
"20570","2005","X002472","#DIV/0!"
"20571","2006","X002472","#DIV/0!"
"20572","2007","X002472","#DIV/0!"
"20573","2008","X002472","#DIV/0!"
"20574","2009","X002472","#DIV/0!"
"20575","2010","X002472","#DIV/0!"
"20576","2011","X002472","#DIV/0!"
"20577","2012","X002472","-3.178221685"
"20578","2013","X002472","-3.064781221"
"20579","2014","X002472","-3.038284977"
"20580","2015","X002472","-3.072253592"
"20581","1995","X002473",""
"20582","1996","X002473",""
"20583","1997","X002473",""
"20584","1998","X002473",""
"20585","1999","X002473",""
"20586","2000","X002473","#DIV/0!"
"20587","2001","X002473","#DIV/0!"
"20588","2002","X002473","#DIV/0!"
"20589","2003","X002473","#DIV/0!"
"20590","2004","X002473","#DIV/0!"
"20591","2005","X002473","#DIV/0!"
"20592","2006","X002473","#DIV/0!"
"20593","2007","X002473","#DIV/0!"
"20594","2008","X002473","#DIV/0!"
"20595","2009","X002473","#DIV/0!"
"20596","2010","X002473","#DIV/0!"
"20597","2011","X002473","#DIV/0!"
"20598","2012","X002473","-4.788404139"
"20599","2013","X002473","-2.588052171"
"20600","2014","X002473","-2.760247604"
"20601","2015","X002473","-2.78181555"
"20602","1995","X002474",""
"20603","1996","X002474",""
"20604","1997","X002474",""
"20605","1998","X002474",""
"20606","1999","X002474",""
"20607","2000","X002474","#DIV/0!"
"20608","2001","X002474","#DIV/0!"
"20609","2002","X002474","#DIV/0!"
"20610","2003","X002474","#DIV/0!"
"20611","2004","X002474","#DIV/0!"
"20612","2005","X002474","#DIV/0!"
"20613","2006","X002474","#DIV/0!"
"20614","2007","X002474","#DIV/0!"
"20615","2008","X002474","#DIV/0!"
"20616","2009","X002474","#DIV/0!"
"20617","2010","X002474","#DIV/0!"
"20618","2011","X002474","#DIV/0!"
"20619","2012","X002474","-2.049623942"
"20620","2013","X002474","-2.140825467"
"20621","2014","X002474","-1.677757895"
"20622","2015","X002474","-1.529823664"
"20623","1995","X002475",""
"20624","1996","X002475",""
"20625","1997","X002475",""
"20626","1998","X002475",""
"20627","1999","X002475",""
"20628","2000","X002475","#DIV/0!"
"20629","2001","X002475","#DIV/0!"
"20630","2002","X002475","#DIV/0!"
"20631","2003","X002475","#DIV/0!"
"20632","2004","X002475","#DIV/0!"
"20633","2005","X002475","#DIV/0!"
"20634","2006","X002475","#DIV/0!"
"20635","2007","X002475","#DIV/0!"
"20636","2008","X002475","#DIV/0!"
"20637","2009","X002475","#DIV/0!"
"20638","2010","X002475","#DIV/0!"
"20639","2011","X002475","#DIV/0!"
"20640","2012","X002475","-4.316198774"
"20641","2013","X002475","-4.647931783"
"20642","2014","X002475","-3.478441231"
"20643","2015","X002475","-3.307781229"
"20644","1995","X002476",""
"20645","1996","X002476",""
"20646","1997","X002476",""
"20647","1998","X002476",""
"20648","1999","X002476",""
"20649","2000","X002476","#DIV/0!"
"20650","2001","X002476","#DIV/0!"
"20651","2002","X002476","#DIV/0!"
"20652","2003","X002476","#DIV/0!"
"20653","2004","X002476","#DIV/0!"
"20654","2005","X002476","#DIV/0!"
"20655","2006","X002476","#DIV/0!"
"20656","2007","X002476","#DIV/0!"
"20657","2008","X002476","#DIV/0!"
"20658","2009","X002476","#DIV/0!"
"20659","2010","X002476","#DIV/0!"
"20660","2011","X002476","#DIV/0!"
"20661","2012","X002476","-2.684757465"
"20662","2013","X002476","-1.767743902"
"20663","2014","X002476","-1.958186753"
"20664","2015","X002476","-1.99307959"
"20665","1995","X002477",""
"20666","1996","X002477",""
"20667","1997","X002477",""
"20668","1998","X002477",""
"20669","1999","X002477",""
"20670","2000","X002477","#DIV/0!"
"20671","2001","X002477","#DIV/0!"
"20672","2002","X002477","#DIV/0!"
"20673","2003","X002477","#DIV/0!"
"20674","2004","X002477","#DIV/0!"
"20675","2005","X002477","#DIV/0!"
"20676","2006","X002477","#DIV/0!"
"20677","2007","X002477","#DIV/0!"
"20678","2008","X002477","#DIV/0!"
"20679","2009","X002477","#DIV/0!"
"20680","2010","X002477","#DIV/0!"
"20681","2011","X002477","#DIV/0!"
"20682","2012","X002477","-3.333450842"
"20683","2013","X002477","-3.006305995"
"20684","2014","X002477","-3.188863975"
"20685","2015","X002477","-3.157059591"
"20686","1995","X002478",""
"20687","1996","X002478",""
"20688","1997","X002478",""
"20689","1998","X002478",""
"20690","1999","X002478",""
"20691","2000","X002478","#DIV/0!"
"20692","2001","X002478","#DIV/0!"
"20693","2002","X002478","#DIV/0!"
"20694","2003","X002478","#DIV/0!"
"20695","2004","X002478","#DIV/0!"
"20696","2005","X002478","#DIV/0!"
"20697","2006","X002478","#DIV/0!"
"20698","2007","X002478","#DIV/0!"
"20699","2008","X002478","#DIV/0!"
"20700","2009","X002478","#DIV/0!"
"20701","2010","X002478","#DIV/0!"
"20702","2011","X002478","#DIV/0!"
"20703","2012","X002478","-1.498616572"
"20704","2013","X002478","-1.80829776"
"20705","2014","X002478","-1.988926436"
"20706","2015","X002478","-1.808584312"
"20707","1995","X002479",""
"20708","1996","X002479",""
"20709","1997","X002479",""
"20710","1998","X002479",""
"20711","1999","X002479",""
"20712","2000","X002479","#DIV/0!"
"20713","2001","X002479","#DIV/0!"
"20714","2002","X002479","#DIV/0!"
"20715","2003","X002479","#DIV/0!"
"20716","2004","X002479","#DIV/0!"
"20717","2005","X002479","#DIV/0!"
"20718","2006","X002479","#DIV/0!"
"20719","2007","X002479","#DIV/0!"
"20720","2008","X002479","#DIV/0!"
"20721","2009","X002479","#DIV/0!"
"20722","2010","X002479","#DIV/0!"
"20723","2011","X002479","#DIV/0!"
"20724","2012","X002479","-2.177999625"
"20725","2013","X002479","-2.486346156"
"20726","2014","X002479","-2.566480662"
"20727","2015","X002479","-2.709564783"
"20728","1995","X002480",""
"20729","1996","X002480",""
"20730","1997","X002480",""
"20731","1998","X002480",""
"20732","1999","X002480",""
"20733","2000","X002480","#DIV/0!"
"20734","2001","X002480","#DIV/0!"
"20735","2002","X002480","#DIV/0!"
"20736","2003","X002480","#DIV/0!"
"20737","2004","X002480","#DIV/0!"
"20738","2005","X002480","#DIV/0!"
"20739","2006","X002480","#DIV/0!"
"20740","2007","X002480","#DIV/0!"
"20741","2008","X002480","#DIV/0!"
"20742","2009","X002480","#DIV/0!"
"20743","2010","X002480","#DIV/0!"
"20744","2011","X002480","#DIV/0!"
"20745","2012","X002480","-1.617893165"
"20746","2013","X002480","-1.621224073"
"20747","2014","X002480","-1.774553627"
"20748","2015","X002480","-1.888405667"
"20749","1995","X002481",""
"20750","1996","X002481",""
"20751","1997","X002481",""
"20752","1998","X002481",""
"20753","1999","X002481",""
"20754","2000","X002481","#DIV/0!"
"20755","2001","X002481","#DIV/0!"
"20756","2002","X002481","#DIV/0!"
"20757","2003","X002481","#DIV/0!"
"20758","2004","X002481","#DIV/0!"
"20759","2005","X002481","#DIV/0!"
"20760","2006","X002481","#DIV/0!"
"20761","2007","X002481","#DIV/0!"
"20762","2008","X002481","#DIV/0!"
"20763","2009","X002481","#DIV/0!"
"20764","2010","X002481","#DIV/0!"
"20765","2011","X002481","#DIV/0!"
"20766","2012","X002481","-2.856001921"
"20767","2013","X002481","-1.879383706"
"20768","2014","X002481","-2.055509999"
"20769","2015","X002481","-2.155943613"
"20770","1995","X002482",""
"20771","1996","X002482",""
"20772","1997","X002482",""
"20773","1998","X002482",""
"20774","1999","X002482",""
"20775","2000","X002482","#DIV/0!"
"20776","2001","X002482","#DIV/0!"
"20777","2002","X002482","#DIV/0!"
"20778","2003","X002482","#DIV/0!"
"20779","2004","X002482","#DIV/0!"
"20780","2005","X002482","#DIV/0!"
"20781","2006","X002482","#DIV/0!"
"20782","2007","X002482","#DIV/0!"
"20783","2008","X002482","#DIV/0!"
"20784","2009","X002482","#DIV/0!"
"20785","2010","X002482","#DIV/0!"
"20786","2011","X002482","#DIV/0!"
"20787","2012","X002482","-1.900949721"
"20788","2013","X002482","-2.097466278"
"20789","2014","X002482","-2.263031334"
"20790","2015","X002482","-2.337818563"
"20791","1995","X002483",""
"20792","1996","X002483",""
"20793","1997","X002483",""
"20794","1998","X002483",""
"20795","1999","X002483",""
"20796","2000","X002483","#DIV/0!"
"20797","2001","X002483","#DIV/0!"
"20798","2002","X002483","#DIV/0!"
"20799","2003","X002483","#DIV/0!"
"20800","2004","X002483","#DIV/0!"
"20801","2005","X002483","#DIV/0!"
"20802","2006","X002483","#DIV/0!"
